carwidth,horsepower,highwaympg,enginesize,carwidth.1,citympg,car_width_length,price
-0.3447393315490815,0.1469824779794199,-0.0412028545653776,-0.5192948225944342,-0.3447393315490815,-0.3029076589012859,-0.2388337589134218,9279.0
1.5759512299386509,1.4723736088921069,-1.7246337696650895,3.233280721712388,1.5759512299386509,-1.6019755568696867,1.9739188703391408,22563.0
-0.2990086038946141,-0.2064551569306299,0.2648754936345699,-0.5446500627586695,-0.2990086038946141,0.1842428028368643,-0.2824957163338836,9995.0
-0.3447393315490815,0.0365332170700293,-0.1942420286653515,-0.5700053029229047,-0.3447393315490815,-0.1405241716552358,-0.2679356012407614,11259.0
0.1582986726500852,1.0305765652545444,-0.9594378991652204,0.7738224257815655,0.1582986726500852,-0.9524416078854864,0.9409895955701384,15750.0
1.2558361363573665,0.1028027736156636,-0.3472812027653253,0.2667176224968597,1.2558361363573665,-0.3029076589012859,1.1793010955021357,16845.0
2.170450689446765,1.6049127219833754,-1.5715945955651158,1.9908739536648592,2.170450689446765,-1.6019755568696867,1.884954775635994,22563.0
0.3412215832679676,1.6049127219833754,-1.2655162473651682,1.9908739536648592,0.3412215832679676,-1.4395920696236366,1.0533333565904102,22563.0
-0.8020466080937809,-0.9133304267507296,1.6422280605343342,-0.9756891455506692,-0.8020466080937809,1.9704611625434156,-1.4302087096821654,5389.0
1.2558361363573665,0.1028027736156636,-0.8063987250652467,0.2667176224968597,1.2558361363573665,-0.9524416078854864,1.1793010955021357,22625.0
1.0271824980850168,-0.3169044178400205,-0.9594378991652204,-0.2657424209520813,1.0271824980850168,-0.9524416078854864,0.9972055152681106,15580.0
0.1582986726500852,1.1189359739820568,-0.6533595509652729,-0.2403871807878459,0.1582986726500852,-0.9524416078854864,0.8564996582683211,18620.0
-1.0764309740206044,-0.9133304267507296,1.6422280605343342,-1.02639962587914,-1.0764309740206044,1.9704611625434156,-1.475430339810991,5572.0
-0.9849695187116632,0.0586230692519074,-0.1942420286653515,-0.8235577045652576,-0.9849695187116632,0.1842428028368643,-0.6117363581601638,9538.0
